,words,sentiment_vector
3094,assured,"[0.8080988027679447, -0.5890469632932627, 0.0, 0.0, 0.0, 0.0]"
3095,strange,"[0.3355065197394677, 0.15631515403500632, 0.08229418905595291, 0.3380812154958652, -0.8613534152760898, 0.0]"
3096,kn,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3097,regret,"[0.20697186107388127, 0.8068780053299929, 0.06363859645743437, 0.029464743999860595, 0.29547345597415803, -0.46248019195955165]"
3098,encountered,"[0.39893147207429397, 0.9169807416672591, 0.0, 0.0, 0.0, 0.0]"
3099,christmas,"[0.12504339300306752, 0.5989908389130901, 0.5903684370946999, 0.5263451655015312, 0.0, 0.0]"
3100,delhi,"[0.2572206368574376, 0.7303605522985526, 0.632780378662935, 0.0, 0.0, 0.0]"
3101,thin,"[0.2088702909621556, 0.04448260256994253, 0.15326671100381747, 0.4344483971792377, -0.8614861607178915, 0.0]"
3102,stressed,"[0.7781165811543557, 0.11101574972479925, -0.6182314206231335, 0.0, 0.0, 0.0]"
3103,strangers,"[0.13723111879837152, 0.48995554480692394, 0.8302087549507903, 0.22773802350366604, 0.0, 0.0]"
3104,overbook,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3105,adopting,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3106,sched,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3107,manually,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3108,tags,"[0.8674852688289533, 0.35776403595814116, 0.3456504056698046, 0.0, 0.0, 0.0]"
3109,#friendlyskies,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3110,bed,"[0.18052883241087797, 0.05524125219771838, 0.3185647825727554, 0.8201667224065361, 0.4250201723729235, 0.09776821856501754]"
3111,peanut,"[0.22815267507746775, 0.21973467263289043, 0.1565423384352286, 0.5375896416187372, -0.7656075391474277, 0.0]"
3112,ends,"[0.6356167952441528, 0.7065815412250118, 0.31102060253886665, 0.0, 0.0, 0.0]"
3113,devices,"[0.09530154389112207, 0.9954484495602816, 0.0, 0.0, 0.0, 0.0]"
3114,failures,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3115,norm,"[0.642629407268399, 0.4157487322155811, 0.32630219113907316, -0.5547137249364243, 0.0, 0.0]"
3116,terrific,"[0.7546518353455283, 0.5763115296701591, 0.31363295136013225, 0.0, 0.0, 0.0]"
3117,madrid,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3118,reports,"[0.10089358144340001, 0.9006030326813232, 0.4227702245295043, 0.0, 0.0, 0.0]"
3119,clothing,"[0.05133209691726912, 0.25405725727797934, 0.05047804197787364, 0.7169116904432685, 0.6452205213989417, 0.0]"
3120,randomly,"[0.7173686116347228, 0.25372658895441175, 0.6488490526299853, 0.0, 0.0, 0.0]"
3121,kindle,"[0.6526653539888014, 0.07107744741424804, 0.7543049331482244, 0.0, 0.0, 0.0]"
3122,caught,"[0.7498733899832791, 0.6615813623394972, 0.0, 0.0, 0.0, 0.0]"
3123,attached,"[0.5519951469861855, 0.03789804061175496, 0.23351579342639714, 0.7995845611578112, 0.0, 0.0]"
3124,yelling,"[0.633111276188564, 0.28671357614192833, -0.7190030856809968, 0.0, 0.0, 0.0]"
3125,connector,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3126,saver,"[0.5917819402798036, 0.5191292986760024, 0.6166837977560565, 0.0, 0.0, 0.0]"
3127,ex,"[0.19096778614995524, 0.6641205918999432, 0.3232569083770535, -0.646513816754107, 0.0, 0.0]"
3128,shall,"[0.42231169302702576, 0.27176533691004257, 0.5371937691918031, 0.34301929666993713, 0.5844288254701199, 0.0]"
3129,nonsense,"[0.8903290658031755, 0.11009298894847337, 0.22217519852752046, 0.27256482657626047, -0.2674701569206295, 0.0]"
3130,incur,"[0.970142500145332, 0.242535625036333, 0.0, 0.0, 0.0, 0.0]"
3131,assuming,"[0.41062850401351925, 0.5156553362983117, 0.23351879357386066, 0.7148096102365322, 0.0, 0.0]"
3132,pqd,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3133,discrimination,"[0.8148010862719385, 0.03392655277400086, -0.5787470767329559, 0.0, 0.0, 0.0]"
3134,resume,"[0.19436554118683047, 0.24790203985053247, 0.643874640086969, 0.6952280379760138, 0.053385748116831784, 0.0]"
3135,rarely,"[0.11870228015544183, 0.12262704687695547, 0.20271412197817282, 0.6112777650545289, 0.7421755194101947, 0.07276230582452889]"
3136,#terrible,"[0.22218042214552805, 0.24061165380761018, 0.9448501955692244, 0.0, 0.0, 0.0]"
3137,#theworst,"[0.6297759094256504, 0.12165023277265653, 0.35864013800134137, -0.6782040815181168, 0.0, 0.0]"
3138,orf,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3139,enquires,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3140,understatement,"[0.6643645971631107, 0.29431631996040003, -0.6870208045185131, 0.0, 0.0, 0.0]"
3141,tom,"[0.3608460350661971, 0.9326254012072611, 0.0, 0.0, 0.0, 0.0]"
3142,robin,"[0.5559194791371871, 0.01109733651775174, 0.20671521087818281, 0.8050460877674265, 0.0, 0.0]"
3143,ac,"[0.6245804766429729, 0.7737909031680629, 0.10557872120266652, 0.0, 0.0, 0.0]"
3144,hosting,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3145,partial,"[0.48670215821526835, -0.873567976283815, 0.0, 0.0, 0.0, 0.0]"
3146,thankyou,"[0.41775841332161445, 0.40435363644435357, 0.5793749876940352, 0.5712273351545523, 0.0, 0.0]"
3147,practical,"[0.08996989437670029, 0.5403788268278351, 0.07436471302883335, 0.497861678924577, 0.6557577044564111, 0.12838073368935374]"
3148,retrain,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3149,puts,"[0.7185421698934779, 0.28550084893571426, 0.6341816895352299, 0.0, 0.0, 0.0]"
3150,confusing,"[0.5458819944599598, 0.16735926353718214, 0.2089781402184343, -0.7939344191704709, 0.0, 0.0]"
3151,#denver,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3152,scott,"[0.3552849309670697, 0.9347580530959465, 0.0, 0.0, 0.0, 0.0]"
3153,cleaning,"[0.6144682309966366, 0.36118285049474375, 0.20075138236448173, 0.6712147879145461, -0.03384276241585947, 0.0]"
3154,del,"[0.3623769456546473, 0.6918726602732914, 0.6244959337132369, 0.0, 0.0, 0.0]"
3155,segment,"[0.40801742664971, 0.4467991684821406, 0.43118720776335046, 0.6693055165281858, 0.0, 0.0]"
3156,searching,"[0.35972455211975757, 0.5658595117340954, 0.7418903285407427, 0.0, 0.0, 0.0]"
3157,sep,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3158,hanger,"[0.6318711223729506, 0.3775395313249641, 0.31010743695918236, 0.25394103673242, 0.5454815435960639, 0.0]"
3159,sdf,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3160,robotic,"[0.42782171450147194, 0.9038631426278101, 0.0, 0.0, 0.0, 0.0]"
3161,deck,"[0.3390179464433591, 0.18581069372254308, 0.5947888396385447, 0.3194561076643875, 0.6282636784066287, 0.0]"
3162,#servicefail,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3163,frankfurt,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3164,acknowledge,"[0.0604381987834896, 0.7108333686318207, 0.2830704907328911, 0.2835074247506613, 0.573435671082183, 0.041585029582295714]"
3165,dot,"[0.8528458906505333, 0.022695387096543597, 0.5207356400168932, 0.03119614433280927, 0.0, 0.0]"
3166,efficient,"[0.6880597990807873, 0.7251983611282604, 0.025710890801210487, 0.0, 0.0, 0.0]"
3167,definition,"[0.0575837270475164, 0.11855201059836355, 0.3608057130342615, 0.4794467407537012, 0.7890371318163005, 0.0]"
3168,wake,"[0.1154976091350006, 0.29921878213416253, 0.570385006868639, 0.7561675519629959, 0.0, 0.0]"
3169,attempted,"[0.1119600764893319, 0.2887642173694808, 0.5998005682747576, 0.7377800799267842, 0.0, 0.0]"
3170,jacked,"[0.9862820631990848, 0.16506874874353492, 0.0, 0.0, 0.0, 0.0]"
3171,lazy,"[0.2113678067913959, 0.6265305569033336, 0.3235562156237808, -0.6768267775803577, 0.0, 0.0]"
3172,pat,"[0.6515535777505312, 0.21639172549744917, 0.7165330258165032, 0.12342195659997185, 0.0, 0.0]"
3173,restore,"[0.15270900194580334, 0.7364722773388422, 0.604818536757452, 0.2616927263617211, 0.0, 0.0]"
3174,lowered,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3175,ranked,"[0.573983707380645, 0.8156836137407718, 0.07213144901057857, 0.0, 0.0, 0.0]"
3176,intentionally,"[0.36854518193649005, 0.7086734323664527, 0.5005848684031164, -0.3337232456020776, 0.0, 0.0]"
3177,bait,"[0.9342515564055051, 0.3499790266899138, 0.0684741573958527, 0.0, 0.0, 0.0]"
3178,singapore,"[0.6333746660008585, 0.7738452897500255, 0.0, 0.0, 0.0, 0.0]"
3179,dreams,"[0.13577218568388394, 0.2136096934668629, 0.20256449126778558, 0.4238331424460401, 0.1741109361078159, 0.7275583341032557]"
3180,worker,"[0.015895453041163802, 0.4430971057763399, 0.4150860701617806, 0.7936423605193987, 0.03532205220670481, 0.0]"
3181,toronto,"[0.5925695022883776, 0.4281243856375005, 0.6823275572481425, 0.0, 0.0, 0.0]"
3182,strategy,"[0.5204473120152936, 0.4293197113002836, 0.5189716892384679, 0.524869094797996, 0.0, 0.0]"
3183,segments,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3184,relative,"[0.5183017160933442, 0.855197831554018, 0.0, 0.0, 0.0, 0.0]"
3185,oma,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3186,bagage,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3187,describe,"[0.3240915719140362, 0.29560691261999156, 0.8924549357513232, 0.10538213263484258, 0.0, 0.0]"
3188,probs,"[0.9924032286687572, 0.12302776811690233, 0.0, 0.0, 0.0, 0.0]"
3189,efficiency,"[0.6909878648553661, 0.7228663573736311, 0.0, 0.0, 0.0, 0.0]"
3190,#cheap,"[0.9397280683660163, -0.3419227361920755, 0.0, 0.0, 0.0, 0.0]"
3191,albuquerque,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3192,strikes,"[0.9960497511038889, 0.08879692182660867, 0.0, 0.0, 0.0, 0.0]"
3193,nowhere,"[0.3658508848599851, 0.8400387698078999, 0.020567640168819627, 0.13170236684120315, 0.3777822838793621, 0.0]"
3194,hayden,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3195,dark,"[0.1677722930539534, 0.6087961615266788, 0.18628662346377556, -0.7526732261162649, 0.0, 0.0]"
3196,ana,"[0.15396193018094267, 0.6024617446503121, 0.5484151775316752, 0.5590852916512487, 0.0, 0.0]"
3197,:person_gesturing_NO:,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3198,replace,"[0.3242289781728439, 0.35695296501038815, 0.01228853646827828, 0.3850790894771451, 0.7867802979245268, 0.0]"
3199,itself,"[0.7384617749400116, 0.6742953410431126, 0.0, 0.0, 0.0, 0.0]"
3200,#wifi,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3201,shv,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3202,atc,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3203,kiosk,"[0.5114838597676826, 0.8592928844097067, 0.0, 0.0, 0.0, 0.0]"
3204,smallest,"[0.2837123244597463, 0.14021651728262569, 0.08240852728578928, 0.23652471757277474, 0.3172929648637476, -0.8581589085282852]"
3205,ad,"[0.10442169258938767, 0.11805469841770899, 0.1328022401199189, 0.5293534148593695, -0.8229870749253154, 0.0]"
3206,continuous,"[0.20835153606175164, 0.816488264912061, 0.3915525917109169, -0.3696256465751055, 0.0, 0.0]"
3207,toilets,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3208,outrageous,"[0.07632791330885536, 0.529086486796016, 0.7401222097144668, 0.212974642050758, -0.3479977811286895, 0.0]"
3209,tvs,"[0.20449421909539908, 0.9788677716405638, 0.0, 0.0, 0.0, 0.0]"
3210,norfolk,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3211,stranding,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3212,tucson,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3213,notifying,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3214,ontime,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3215,redeemed,"[0.9396365912924275, 0.3421740438787659, 0.0, 0.0, 0.0, 0.0]"
3216,cae,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3217,deleted,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3218,staffed,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3219,hospitality,"[0.9382319567136178, 0.34600692970132263, 0.0, 0.0, 0.0, 0.0]"
3220,anthony,"[0.6604703964304718, 0.7508520862586556, 0.0, 0.0, 0.0, 0.0]"
3221,snowboard,"[0.6885084878012848, 0.3619086173817486, 0.6205913780796087, 0.09921973767185296, 0.0, 0.0]"
3222,honolulu,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3223,miler,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3224,sacramento,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3225,arranged,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3226,providence,"[0.5817856618991923, 0.8133421442471296, 0.0, 0.0, 0.0, 0.0]"
3227,shouldnt,"[0.9957784789862969, 0.09178900145299129, 0.0, 0.0, 0.0, 0.0]"
3228,quicker,"[0.50088356544047, 0.28830871605850966, 0.1961762266350253, 0.7921544206905489, 0.0, 0.0]"
3229,cranky,"[0.6906663316388562, 0.2808313460824963, 0.04601662797972558, 0.14469523490577865, -0.6488910018970486, 0.0]"
3230,mths,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3231,easiest,"[0.9778698023721369, 0.2009615742968339, 0.006974546193459271, -0.05776202013616909, 0.0, 0.0]"
3232,con,"[0.4654143511104172, 0.24601751770414187, 0.11774388288177116, 0.268480770244354, 0.7980722503734131, 0.0]"
3233,accidentally,"[0.4717333074652971, 0.1901736782887674, 0.043913649602091806, 0.3104858053545107, -0.8018552330476851, 0.0]"
3234,duh,"[0.5424953554242685, 0.20400741798710226, 0.7793921376508521, 0.23796566667771116, 0.0, 0.0]"
3235,tremendous,"[0.8593828023542573, 0.5113327674007832, 0.0, 0.0, 0.0, 0.0]"
3236,goal,"[0.027567026449177724, 0.29033354036763637, 0.9446565919321299, 0.1502345423313749, 0.0, 0.0]"
3237,zurich,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3238,orig,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3239,cookies,"[0.2896878136752075, 0.05996337962119689, 0.5099767464633022, 0.8077184421437876, 0.0, 0.0]"
3240,operators,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3241,calgary,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3242,approve,"[0.27510766118749436, 0.05186452830772265, 0.3535985495927775, 0.6582856327300142, 0.5522076050558061, 0.24149678640723948]"
3243,ship,"[0.3151918037049815, 0.5692288860362952, 0.7585992848974006, 0.03405476665948083, 0.0, 0.0]"
3244,halfway,"[0.18252526070717112, 0.3134278878978087, 0.04077201873051268, 0.5283246341494113, -0.7665886848442439, 0.0]"
3245,texted,"[0.5813814232099465, 0.8136311453886073, 0.0, 0.0, 0.0, 0.0]"
3246,strike,"[0.27534066883025204, 0.36107943746990906, 0.27653665420014467, -0.8469572803915869, 0.0, 0.0]"
3247,airbus,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3248,remind,"[0.19802313586366374, 0.21488994514298349, 0.2496716083342949, 0.9160770326362031, 0.1143508085121474, 0.0]"
3249,ali,"[0.4337806814944561, 0.9010184905773051, 0.0, 0.0, 0.0, 0.0]"
3250,collection,"[0.45924924506740017, 0.01719453863020451, 0.21770465807509976, 0.38625742918276335, 0.764789793914015, 0.08544548042349685]"
3251,pen,"[0.232930468264073, 0.33773252341845544, 0.903567025883204, 0.12347780900333175, 0.0, 0.0]"
3252,responds,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3253,ages,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3254,hmmm,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3255,normally,"[0.5347948594616817, 0.8449819277909796, 0.0, 0.0, 0.0, 0.0]"
3256,robbed,"[0.5668527237140246, 0.8238191486109021, 0.0, 0.0, 0.0, 0.0]"
3257,trash,"[0.8218739481857849, 0.11638608233317584, 0.5576535601362597, 0.0, 0.0, 0.0]"
3258,aboard,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3259,stock,"[0.20457182069712024, 0.6126181436211585, 0.05511656565259368, 0.7585524930782053, 0.066405268754321, 0.0]"
3260,threatened,"[0.12412411296380065, 0.2769547004974603, 0.6914066788760008, 0.6522697278754913, 0.06625937636442643, 0.0]"
3261,#atl,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3262,cruise,"[0.6710734153720117, 0.7413909030875301, 0.0, 0.0, 0.0, 0.0]"
3263,promising,"[0.5050484753680188, 0.3591008241031425, 0.5731340017923465, 0.5361809877703368, 0.0, 0.0]"
3264,favor,"[0.029719746888500185, 0.4088157613707402, 0.8442880553332289, 0.34520152016087685, 0.0, 0.0]"
3265,cramped,"[0.3328201177351374, -0.9429903335828895, 0.0, 0.0, 0.0, 0.0]"
3266,detail,"[0.5840347447760355, 0.33479282494492413, 0.21423285030260064, 0.6735053036335567, 0.217513385998386, 0.0]"
3267,forgive,"[0.8275487893324363, 0.14097318084580635, 0.10806369593511327, 0.49145618683411113, 0.20514048259656878, 0.0]"
3268,king,"[0.9871973623468073, 0.1595035039599645, 0.0, 0.0, 0.0, 0.0]"
3269,#newyork,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3270,smoothly,"[0.6663760231330587, 0.18713863664964397, 0.5011161366702, 0.5194273231502317, 0.0, 0.0]"
3271,becoming,"[0.43142298485552694, 0.9021497703476667, 0.0, 0.0, 0.0, 0.0]"
3272,thomas,"[0.9827441007971841, 0.18497035532304726, 0.0, 0.0, 0.0, 0.0]"
3273,seemed,"[0.34466049357470013, 0.14421859951364688, 0.49305937788547805, 0.7856860630063077, 0.0, 0.0]"
3274,owner,"[0.04354374652985218, 0.504828193598716, 0.152677057631834, 0.09610405103497123, 0.8394284210001121, 0.0778851112268145]"
3275,ignore,"[0.7867794685938496, 0.3241648208082209, 0.2109030935327695, -0.36113543413145466, -0.3177991820356801, 0.0]"
3276,idiot,"[0.6378866674739943, 0.097028143439358, 0.06747085006957763, -0.7610084252033756, 0.0, 0.0]"
3277,google,"[0.48251974893223765, 0.8758850905743116, 0.0, 0.0, 0.0, 0.0]"
3278,refuel,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3279,remote,"[0.45060826339068333, 0.7441025505058156, 0.49143909043458184, 0.041847433464953475, 0.0, 0.0]"
3280,insulting,"[0.1668667806131214, 0.981995797505099, 0.08854225663567035, 0.0, 0.0, 0.0]"
3281,booze,"[0.8602868668711863, 0.35692409742471104, 0.13031438339181456, 0.33123456372573146, 0.07624644674441365, 0.0]"
3282,twelve,"[0.3411391646746716, 0.25224123523117203, 0.5749449889295317, 0.6982899952099156, -0.04275244868632136, 0.0]"
3283,#letsgo,"[0.9976060078200237, 0.0691538369246058, 0.0, 0.0, 0.0, 0.0]"
3284,combine,"[0.6043665299859128, 0.7967064060447779, 0.0, 0.0, 0.0, 0.0]"
3285,therefore,"[0.8167757659159189, 0.5768790443418558, 0.00937637518933806, 0.0, 0.0, 0.0]"
3286,#notimpressed,"[0.9566151408186488, 0.2913545475130199, 0.0, 0.0, 0.0, 0.0]"
3287,themselves,"[0.07361362615755197, 0.9972868363935905, 0.0, 0.0, 0.0, 0.0]"
3288,functioning,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3289,misleading,"[0.68307532293113, 0.05366961217472774, -0.7283733080855906, 0.0, 0.0, 0.0]"
3290,played,"[0.19851338197702778, 0.9800981773149274, 0.0, 0.0, 0.0, 0.0]"
3291,pile,"[0.7878201768833972, 0.02913145658299028, 0.6139174417426024, -0.039951243497349395, 0.0, 0.0]"
3292,jets,"[0.3811807067134587, 0.7941970698876141, 0.4732359696930871, 0.0, 0.0, 0.0]"
3293,scam,"[0.49464699776174587, 0.5994453366349873, 0.03565833837873117, -0.6282659619109777, 0.0, 0.0]"
3294,patiently,"[0.676413383633688, 0.557748410251203, 0.4810214603356912, 0.0, 0.0, 0.0]"
3295,chocolate,"[0.21697545559142606, 0.01099490051478659, 0.0645863074398425, 0.10688204937082844, 0.8335244677597287, 0.4859871473039774]"
3296,arrange,"[0.297575299567438, 0.6646653901251222, 0.6853239090073895, 0.0, 0.0, 0.0]"
3297,jeff,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3298,chill,"[0.18806958743655786, 0.17852598586606735, 0.6437841887359699, 0.7199307056832351, 0.0, 0.0]"
3299,shirt,"[0.2709477689079778, 0.25363700402231243, 0.924201786574872, 0.09003685026803912, 0.0, 0.0]"
3300,#vacation,"[0.4497178229525018, 0.4114661277795021, 0.7927480718418712, 0.0, 0.0, 0.0]"
3301,rented,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3302,donation,"[0.9887155042247667, 0.14980537942799493, 0.0, 0.0, 0.0, 0.0]"
3303,galley,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3304,alternatives,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3305,alive,"[0.05371025368103943, 0.21265430620687126, 0.4236269419058561, 0.87566591508263, 0.07511839957816681, 0.0]"
3306,#nocustomerservice,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3307,dial,"[0.3994414637931315, 0.14905739440833288, 0.4969401507847065, 0.7558299390160939, 0.0, 0.0]"
3308,accordingly,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3309,duty,"[0.061407613556962184, 0.10566427521415651, 0.23495757988990576, 0.5363782600069704, 0.8013472803877724, 0.0]"
3310,problemss,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3311,dpt,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3312,average,"[0.8365931220228588, 0.011075045242498131, 0.5460759196603933, 0.04231290020760357, 0.0, 0.0]"
3313,expedited,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3314,refundable,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3315,hide,"[0.15153114580529758, 0.6317515628407945, 0.7375345270669621, 0.18354169737511158, -0.016838687832579045, 0.0]"
3316,force,"[0.319681772814158, 0.06850981504650719, 0.4933152799822675, -0.8060707189252736, 0.0, 0.0]"
3317,falls,"[0.9981365828233042, 0.06101935782861857, 0.0, 0.0, 0.0, 0.0]"
3318,experiencing,"[0.005648618857384182, 0.47169848322066144, 0.39927108148970636, 0.7861623480670972, 0.0, 0.0]"
3319,considered,"[0.5305397515664416, 0.8476600568670312, 0.0, 0.0, 0.0, 0.0]"
3320,rant,"[0.7566221221802708, 0.15961121247936938, -0.6340719399865359, 0.0, 0.0, 0.0]"
3321,pet,"[0.45234916513081497, 0.2592655977502853, 0.7037607940616173, -0.4825788302136804, 0.0, 0.0]"
3322,entering,"[0.3111182242151484, 0.5331738148212323, 0.1671326404396265, -0.768763822152074, 0.0, 0.0]"
3323,typing,"[0.30880774515589765, 0.9511244800401945, 0.0, 0.0, 0.0, 0.0]"
3324,menu,"[0.038455225535280024, 0.08631206616574638, 0.12192650867323887, 0.34780244676462224, 0.9199537905390305, 0.09446602904429223]"
3325,supposedly,"[0.9240720945864829, 0.07460652696959562, -0.3748661496322188, 0.0, 0.0, 0.0]"
3326,incorrect,"[0.6401858349271576, 0.3035790132262032, 0.12164750420325311, -0.6951285954471607, 0.0, 0.0]"
3327,storms,"[0.4423355872963228, 0.8664859106731049, 0.23139013552054755, 0.0, 0.0, 0.0]"
3328,sayin,"[0.3302742372795338, 0.2528404225429019, 0.06701591595772396, 0.2672350232920282, -0.8666515783474956, 0.0]"
3329,parent,"[0.15161330682467047, 0.36999779587091064, 0.6151228231198704, 0.6795137590375908, 0.0, 0.0]"
3330,tab,"[0.027421440125890578, 0.10703927589902448, 0.7369483441924011, 0.6646899897325288, 0.05371232240262859, 0.0]"
3331,incorrectly,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3332,dep,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3333,equally,"[0.49430507753426817, 0.41967468259729407, 0.7507515031834595, 0.1261262525348212, 0.0, 0.0]"
3334,uniform,"[0.44750889621052864, 0.5043098398715726, 0.7306259558172218, 0.10767119348885375, 0.0, 0.0]"
3335,loc,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3336,punta,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3337,cana,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3338,linked,"[0.9855080280293406, 0.16962879086322744, 0.0, 0.0, 0.0, 0.0]"
3339,rushed,"[0.8627354487403491, 0.48108351217263695, 0.1557119128468616, 0.0, 0.0, 0.0]"
3340,treats,"[0.5349124851207586, 0.4093636619847344, 0.7391143521190628, 0.0, 0.0, 0.0]"
3341,specifically,"[0.632052360543443, 0.046089572993043934, 0.7735538538413342, 0.0, 0.0, 0.0]"
3342,unaware,"[0.5135496717962998, 0.3726894861094288, 0.16366345937096233, -0.7553698124813646, 0.0, 0.0]"
3343,subpar,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3344,boys,"[0.3201968630144135, 0.9473510272943862, 0.0, 0.0, 0.0, 0.0]"
3345,headache,"[0.6243313911806703, 0.3231942598544471, 0.17549857010432726, -0.6852801308835635, -0.07312440421013636, 0.0]"
3346,corrected,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3347,sydney,"[0.12441999138627165, 0.9445952656454835, 0.30374240708794453, 0.0, 0.0, 0.0]"
3348,sticking,"[0.2338978082717096, 0.0848765196411259, 0.6181171399027512, 0.7456668110206749, 0.0, 0.0]"
3349,rudest,"[0.6170381265207765, 0.7869332566487008, 0.0, 0.0, 0.0, 0.0]"
3350,midland,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
